FirstName|LastName|Occupation|HasEmployedAsLobbyistOnly|EmploymentExplanation|SubmittedDate|Year|Quarter|DisclosureXML
Clifford B.|Hearn, Jr.|Legislative Counsel|1|NA|7/2/12 11:48 AM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>14</EmployerId><LegalName>AMERICAN FAMILY LIFE ASSURANCE</LegalName><AddressLine1>1932 Wynnton Rd.</AddressLine1><AddressLine2>Columbus, GA 31999</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>14</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>277</EmployerId><LegalName>DELAWARE COMPENSATION RATING BUREAU, INC.</LegalName><AddressLine1>United Plaza Bldg., Suite 1500&lt;br&gt;30 South 17th Street</AddressLine1><AddressLine2>Philadelphia, PA 19103</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>277</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Clifford B.|Hearn, Jr.|Legislative Counsel|1|NA|10/1/12 8:56 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>14</EmployerId><LegalName>AMERICAN FAMILY LIFE ASSURANCE</LegalName><AddressLine1>1932 Wynnton Rd.</AddressLine1><AddressLine2>Columbus, GA 31999</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>14</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>277</EmployerId><LegalName>DELAWARE COMPENSATION RATING BUREAU, INC.</LegalName><AddressLine1>United Plaza Bldg., Suite 1500&lt;br&gt;30 South 17th Street</AddressLine1><AddressLine2>Philadelphia, PA 19103</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>277</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Clifford B.|Hearn, Jr.|Legislative Counsel|1|NA|1/2/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hughes|Executive Director|0|I am the Executive Director of the agency and am responsible for programming and all services.|4/20/12 9:22 AM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>749</EmployerId><LegalName>Delaware Association of Rehabilitation Facilities</LegalName><AddressLine1>100 W. 10th Street, Ste 103</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>749</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hliva|retired|1|NA|4/24/12 11:47 AM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>852</EmployerId><LegalName>9-12 Delaware Patriots</LegalName><AddressLine1>686 DuPont Highway PMB #102</AddressLine1><AddressLine2>Milford, DE 19963</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>852</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hliva|retired|1|NA|7/3/12 6:20 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>852</EmployerId><LegalName>9-12 Delaware Patriots</LegalName><AddressLine1>POB 78</AddressLine1><AddressLine2>Magnolia, DE 19962</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>852</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hughes|Executive Director|0|I am the Executive Director of the agency and am responsible for programming and all services.|7/3/12 1:08 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>749</EmployerId><LegalName>Delaware Association of Rehabilitation Facilities</LegalName><AddressLine1>100 W. 10th Street, Ste 103</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>749</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hughes|Executive Director|0|I am the Executive Director of the agency and am responsible for programming and all services.|10/8/12 12:03 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>749</EmployerId><LegalName>Delaware Association of Rehabilitation Facilities</LegalName><AddressLine1>100 W. 10th Street, Ste 103</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>749</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hliva|retired|1|NA|10/23/12 10:28 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>852</EmployerId><LegalName>9-12 Delaware Patriots</LegalName><AddressLine1>POB 78</AddressLine1><AddressLine2>Magnolia, DE 19962</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>852</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Connie|Hughes|Executive Director|0|I am the Executive Director of the agency and am responsible for programming and all services.|2/11/13 7:40 PM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>749</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>749</EmployerId><LegalName>Delaware Association of Rehabilitation Facilities</LegalName><AddressLine1>100 W. 10th Street, Ste 103</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>749</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Craig|Gill|Director, U.S. Government Relations|1|NA|4/19/12 2:55 PM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>557</EmployerId><LegalName>Pfizer Inc.</LegalName><AddressLine1>c/o Nielsen Merksamer et al&lt;br&gt;2350 Kerner Blvd., Ste. 250</AddressLine1><AddressLine2>San Rafael, CA 94901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>557</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Craig|Gill|Director, U.S. Government Relations|1|NA|7/17/12 8:19 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>557</EmployerId><LegalName>Pfizer Inc.</LegalName><AddressLine1>c/o Nielsen Merksamer et al&lt;br&gt;2350 Kerner Blvd., Ste. 250</AddressLine1><AddressLine2>San Rafael, CA 94901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>557</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Craig|Gill|Director, U.S. Government Relations|1|NA|10/17/12 8:21 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>557</EmployerId><LegalName>Pfizer Inc.</LegalName><AddressLine1>c/o Nielsen Merksamer et al&lt;br&gt;2350 Kerner Blvd., Ste. 250</AddressLine1><AddressLine2>San Rafael, CA 94901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>557</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Craig|Gill|Director, U.S. Government Relations|1|NA|1/17/13 9:28 PM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>557</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>557</EmployerId><LegalName>Pfizer Inc.</LegalName><AddressLine1>c/o Nielsen Merksamer et al</AddressLine1><AddressLine2>2350 Kerner Blvd., Ste. 250</AddressLine2><City>San Rafael</City><State>Colorado</State><ZipCode>94901</ZipCode></Employer><EmployerId>557</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Cristofer Scott|Kidner|Contract Government Affairs|1|NA|5/3/12 1:11 PM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>457</EmployerId><LegalName>Cigar Association of America</LegalName><AddressLine1>1707 H. Street, N. W.&lt;br&gt;Suite 800</AddressLine1><AddressLine2>Washington, DC 20006</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>457</EmployerId><FoodRefreshments>258</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>481</EmployerId><LegalName>Comcast of Delmarva, Inc.</LegalName><AddressLine1>5729 West Dennys Road</AddressLine1><AddressLine2>Dover, DE 19904</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>481</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>3</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>330</EmployerId><LegalName>Commercial Industrial Realty Council</LegalName><AddressLine1>P. O. Box 1789</AddressLine1><AddressLine2>Wilmington, DE 19899</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>330</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>4</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>73</EmployerId><LegalName>DELAWARE APARTMENT ASSN. c/o Naaman's Associates</LegalName><AddressLine1>799 Montclair  Drive</AddressLine1><AddressLine2>Claymont, DE 19703</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>73</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>5</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>276</EmployerId><LegalName>DELAWARE ASSN. OF REALTORS</LegalName><AddressLine1>134 East Water Street</AddressLine1><AddressLine2>Dover, DE 19901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>276</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>6</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1047</EmployerId><LegalName>Delaware Auctioneer Association</LegalName><AddressLine1>115 N. Washington Street</AddressLine1><AddressLine2>Milford, DE 19963</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>1047</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>7</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>538</EmployerId><LegalName>Delaware Charter School Network</LegalName><AddressLine1>100  West 10th Street&lt;br&gt;Suite 403</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>538</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>8</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>98</EmployerId><LegalName>DELAWARE HOTEL &amp; LODGING ASSN.</LegalName><AddressLine1>PMB 115&lt;br&gt;251 N. Dupont Highway</AddressLine1><AddressLine2>Dover, DE 19901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>98</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>9</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>107</EmployerId><LegalName>DELAWARE OUTDOOR ADVERTISING, INC</LegalName><AddressLine1>207 Golding Court</AddressLine1><AddressLine2>Hockessin, DE 19707</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>107</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>10</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>375</EmployerId><LegalName>DELAWARE PHYSICAL THERAPY ASSOCIATION</LegalName><AddressLine1>120 Church Lane</AddressLine1><AddressLine2>Wilmington, DE 19808</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>375</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>11</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>126</EmployerId><LegalName>DELAWARE STATE FUNERAL DIRECTORS ASSOCIATION</LegalName><AddressLine1>3200 Limestone Road</AddressLine1><AddressLine2>Wilmington, DE 19808</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>126</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>12</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>109</EmployerId><LegalName>DELAWARE Thoroughbred Horsemen's Association</LegalName><AddressLine1>777 Delaware Park Blvd.</AddressLine1><AddressLine2>Wilmington, DE 19804</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>109</EmployerId><FoodRefreshments>7557</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>13</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>418</EmployerId><LegalName>DELAWARE VETERINARY MEDICAL ASSOC.</LegalName><AddressLine1>937 Monroe Terrace</AddressLine1><AddressLine2>Dover, DE 19904</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>418</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>14</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>733</EmployerId><LegalName>Dewey Beach Enterprises</LegalName><AddressLine1>P.O. Box 649&lt;br&gt;Dickinson St.</AddressLine1><AddressLine2>Dewey Beach, DE 19971</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>733</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>15</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>144</EmployerId><LegalName>FIRST STATE MANUFACTURED HOUSING ASSOCIATION</LegalName><AddressLine1>1675 South State Street, Suite E</AddressLine1><AddressLine2>Dover, DE 19901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>144</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>16</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1045</EmployerId><LegalName>HDC, Inc.</LegalName><AddressLine1>2060 Limestone Road&lt;br&gt;Suite 203</AddressLine1><AddressLine2>Wilmington, DE 19808</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>1045</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>17</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>636</EmployerId><LegalName>Scientific Games Corp.</LegalName><AddressLine1>750 Lexington Avenue, 25th Fl</AddressLine1><AddressLine2>New York, NY 10022</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>636</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>18</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>637</EmployerId><LegalName>The Coalition of Natural Health, Inc.</LegalName><AddressLine1>1220 L Street, N.W. PMB 100-408</AddressLine1><AddressLine2>Washington, DC 20005</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>637</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>19</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>248</EmployerId><LegalName>TIDEWATER UTILITIES</LegalName><AddressLine1>1100 S. Little Creek Rd.</AddressLine1><AddressLine2>Dover, DE 19901</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>248</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
