FirstName|LastName|Occupation|HasEmployedAsLobbyistOnly|EmploymentExplanation|SubmittedDate|Year|Quarter|DisclosureXML
Donna L.|Leaman|Attorney|0|Government Relations|4/9/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Dorothy|Boucher|clerk|1|NA|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Dr. Floyd E.|McDowell, Sr.|Retired|0|I volunteer in many other ways.|4/23/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Dr. Harry|Gardner|Psychological/Health Specialist|0|I am appointed by my orginazation the Northeast Allince of Delaware to act as a Lobby Representative on a part time basis only.|5/7/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>669</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>669</EmployerId><LegalName>Northeast Alliance Of Delaware</LegalName><AddressLine1>1010 E. 28th Street</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19802</ZipCode></Employer><EmployerId>669</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Edmund A.|Bianchi|Banking|0|I have government affairs responsibilities for Bank of America, NA in my position as Senior Vice President.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Edward|Capodanno|President|1|NA|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Edward|Davis|Lobbyist|1|NA|4/18/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Edward H.|Fielding|Retired|1|NA|4/23/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>2</EmployerId><LegalName>AARP DELAWARE</LegalName><AddressLine1>1100 N. Market</AddressLine1><AddressLine2>Suite 1201</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>2</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Edward J.|Hazzouri|Lawyer/Lobbyist|1||4/19/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Elizabeth|Hicks|Sr. Account Executive - Market Access|0|Employee of principal and employment includes other duties in other states.|4/16/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Elizabeth|Brewer|Director of State Government Reimbursement and Affairs|0|Director of State Government Reimbursement and Affairs|4/4/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Elizabeth|Brown|Director of Strategic Initiatives|0|Position serves advocacy, policy and legal functions at non-profit organization. Position may include limited lobbying on a case-by-case basis.|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>938</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>938</EmployerId><LegalName>Delaware Riverkeeper Network</LegalName><AddressLine1>925 Canal Street</AddressLine1><AddressLine2>Suie 3701</AddressLine2><City>Bristol</City><State>Pennsylvania</State><ZipCode>19007</ZipCode></Employer><EmployerId>938</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Elizabeth|Olsen|Attorney|0|I am a practicing attorney as well.|4/22/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1173</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1173</EmployerId><LegalName>American Traffic Solutions, Inc.</LegalName><AddressLine1>1330 West Southern Avenue</AddressLine1><AddressLine2/><City>Tempe</City><State>Arizona</State><ZipCode>85282</ZipCode></Employer><EmployerId>1173</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Ellen|Valentino-Benitez|Government Affairs Consultant|0|Association management duties included|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Ernest J.|Camoirano|Executive Host|1|NA|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>110</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>110</EmployerId><LegalName>DELAWARE PROFESSIONAL LOBBYISTS, LLC</LegalName><AddressLine1>337 Shannonbridge Drive</AddressLine1><AddressLine2>Adare Village</AddressLine2><City>Hockessin</City><State>Delaware</State><ZipCode>19707</ZipCode></Employer><EmployerId>110</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>680</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>680</EmployerId><LegalName>Delaware Park Management Company, LLC</LegalName><AddressLine1>777 Delaware Park Blvd.</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19804</ZipCode></Employer><EmployerId>680</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>1067</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1067</EmployerId><LegalName>Delaware Park Association</LegalName><AddressLine1>777 Delaware Park Blvd.</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19804</ZipCode></Employer><EmployerId>1067</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Ezra|Temko|community organizer|0|I am employed as a community organizer with Americans for Democratic Action.  The majority of my work is grassroots advocacy, not direct communication related to advocacy with the General Assembly or state agencies.|4/2/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1142</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1142</EmployerId><LegalName>Americans for Democratic Action</LegalName><AddressLine1>1629 K. Street NW</AddressLine1><AddressLine2>Suite 300</AddressLine2><City>Washington</City><State>District of Columbia</State><ZipCode>20006</ZipCode></Employer><EmployerId>1142</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Francis J. (Mike)|O'Neill, Jr.|Insurance agent/broker|1||4/15/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Frank|Marckioni|Sales Representative|0|Sell investment management services to customers, including government and government agencies.|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Frederika|Jenner|Association President|0|DSEA President|4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Gary|Warren|farmer|0|I am a full-time farmer currently serving as President of Delaware Farm Bureau|4/9/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
GARY|Patterson|consultant|1|NA|4/17/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>19</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>19</EmployerId><LegalName>AMERICAN PETROLEUM INSTITUTE</LegalName><AddressLine1>1220 L Street, NW</AddressLine1><AddressLine2>NA</AddressLine2><City>Washington</City><State>District of Columbia</State><ZipCode>20005</ZipCode></Employer><EmployerId>19</EmployerId><FoodRefreshments>104.45</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
George|Danneman|Attorney|0|I am a lawyer.|4/21/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>232</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>232</EmployerId><LegalName>REYBOLD GROUP, THE</LegalName><AddressLine1>116 Scotland Drive</AddressLine1><AddressLine2>NA</AddressLine2><City>Bear</City><State>Delaware</State><ZipCode>19701</ZipCode></Employer><EmployerId>232</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>847</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>847</EmployerId><LegalName>MD/DE/DC Beverage Association</LegalName><AddressLine1>3 Church Circle, #201</AddressLine1><AddressLine2>NA</AddressLine2><City>Annapolis</City><State>Maryland</State><ZipCode>21401</ZipCode></Employer><EmployerId>847</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>1035</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1035</EmployerId><LegalName>Nationwide Health Care Services, Inc.</LegalName><AddressLine1>Attn:  Meir Gelley, President</AddressLine1><AddressLine2>260 Chambers Bridge Road</AddressLine2><City>Brick</City><State>New Jersey</State><ZipCode>08723</ZipCode></Employer><EmployerId>1035</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
George|Fitzgerald|Lobbyist|1||4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>483</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>483</EmployerId><LegalName>Delaware Credit Union League</LegalName><AddressLine1>4 Quigley Blvd</AddressLine1><AddressLine2>NA</AddressLine2><City>New Castle</City><State>Delaware</State><ZipCode>19720</ZipCode></Employer><EmployerId>483</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
George|Meldrum|Senior Program & Policy Analyst|0|Lobbyist is a part of my position as head of the Nemours Health & Prevention Services Policy Team|4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Gerald|Abban|Account Executive|0|Financial services professional engaging in public sector business activities|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Gerard|Waites|Lobbyist, Attorney, Consultant|0|Lobbyist, public affairs consultant, and attorney|4/11/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1082</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1082</EmployerId><LegalName>Delaware Laborers Employers Corporation and Education Trust</LegalName><AddressLine1>698 Old Baltimore Avenue</AddressLine1><AddressLine2>NA</AddressLine2><City>Newark</City><State>Delaware</State><ZipCode>19702</ZipCode></Employer><EmployerId>1082</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Greg|Leahy|Government Relations|0|Lobbying is only a small portion of the duties of which I am involved; Non-lobbying duties include corporate risk assessment, analysis, etc.|4/18/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Gregory L.|Gross|Director of Government Affairs|0|NAState and local community relations, community affairs|5/15/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>124</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>124</EmployerId><LegalName>DELAWARE STATE CHAMBER OF COMMERCE</LegalName><AddressLine1>P.O. Box 671</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>198990671</ZipCode></Employer><EmployerId>124</EmployerId><FoodRefreshments>251.41</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Gwen|Cleary|Pharamceutical Account Manager|0|I am an Account Manager with Lilly, USA responsible for different managed care organizations and states.|4/11/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>754</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>754</EmployerId><LegalName>Lilly USA, LLC</LegalName><AddressLine1>Lilly Corporate Center</AddressLine1><AddressLine2>NA</AddressLine2><City>Indianapolis</City><State>Indiana</State><ZipCode>46285</ZipCode></Employer><EmployerId>754</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Helen|Truitt|Retired|1||4/7/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Hetti|Brown|State Director, The Humane Society of the United States|0|I also conduct community outreach, humane education, emergency animal rescue, and non-lobbying activities on behalf of my organization.|4/1/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>997</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>997</EmployerId><LegalName>Humane Society of the United States</LegalName><AddressLine1>2100 L Street NW, Suite 400</AddressLine1><AddressLine2>NA</AddressLine2><City>Washington</City><State>District of Columbia</State><ZipCode>20037</ZipCode></Employer><EmployerId>997</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
J. D.|Williams|Vice President - Application Solutions|0|J.D. Williams is a full-time salaried employee of Oracle America, Inc. He serves as Vice President - Application Solutions.|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1012</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1012</EmployerId><LegalName>Oracle America, Inc.</LegalName><AddressLine1>c/o Nielsen Merksamer, et al.</AddressLine1><AddressLine2>2350 Kerner Blvd., Ste. 250</AddressLine2><City>San Rafael</City><State>California</State><ZipCode>94901</ZipCode></Employer><EmployerId>1012</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
J. William|Satterfield|Executive Director of Delmarva Poultry Industry, Inc.|0|I am the executive director of Delmarva Poultry Industry, Inc. Lobbying in Delaware is just a small portion of my responsibilities.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>132</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>132</EmployerId><LegalName>DELMARVA POULTRY INDUSTRY, INC.</LegalName><AddressLine1>16686 County Seat Highway</AddressLine1><AddressLine2>NA</AddressLine2><City>Georgetown</City><State>Delaware</State><ZipCode>199474881</ZipCode></Employer><EmployerId>132</EmployerId><FoodRefreshments>662.82</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Jack|Dalton|Director of Marketing|0|Director of Marketing for National Interlock Service (DE)Ltd.|4/22/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
J'Aime|Conrod|Regional Account Executive|0|Regional Account Executive for UCB, Inc.|4/17/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1083</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1083</EmployerId><LegalName>UCB, Inc.</LegalName><AddressLine1>1950 Lake Park Drive</AddressLine1><AddressLine2>NA</AddressLine2><City>Smyrna</City><State>Georgia</State><ZipCode>30080</ZipCode></Employer><EmployerId>1083</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
James|Brown|Senior Director|0|Senior Director for State Government Relations at Capital One Financial Corporation|4/17/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1079</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1079</EmployerId><LegalName>Capital One Financial Corporation</LegalName><AddressLine1>1680 Capital One Drive</AddressLine1><AddressLine2>NA</AddressLine2><City>McLean</City><State>Virginia</State><ZipCode>22102</ZipCode></Employer><EmployerId>1079</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
James|Browning|Director for Development|0|Also responsible for non-lobbying work for Common Cause/Delaware.|4/21/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James|Wilson|Executive Director of Bike Delaware|0|Lobbying is only part of my job.|4/22/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James|McKane|Business Development|0|Sell investment management services to customers, including government and government agencies.|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James|Burton|Retired|1|NA|4/2/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James|Nutter, Esq.|Attorney|0|Generally, for all clients, I am employed solely as a lobbyist.  There may be circumstances where I am retained to provide general legal representation to entities for whom I also serve as a lobbyist.|4/3/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James|Black|Lobbyist|0|Employed as Consultant, however will be lobbying|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1070</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1070</EmployerId><LegalName>Delawind</LegalName><AddressLine1>1201 N. Orange ST.</AddressLine1><AddressLine2>Suite 500</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>1070</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
James A.|Clendaniel|Owner Clendaniel Consulting, LLC|0|Position of Executive Director|4/19/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
James F.|Cannon|Director, State Government Affairs|0|I have state responsibilities in Pennsylvania, Maryland and West Virginia.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Jan|Burrus|Goverment Affairs Director, GSK|1|NA|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Jason|Wagoner|Financial services professional|0|financial services professional engaging in public sector business activities|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Jaynine|Warner|Government & Industry Affairs Manager|1||4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>962</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>962</EmployerId><LegalName>Farmers Insurance Group</LegalName><AddressLine1>4700 Wilshire Blvd</AddressLine1><AddressLine2>NA</AddressLine2><City>Los Angeles</City><State>California</State><ZipCode>90010</ZipCode></Employer><EmployerId>962</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Jeanne|Chiquoine|Government Relations|0|I am the Public Policy Initiatives Mgr. for Delaware.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>493</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>493</EmployerId><LegalName>American Cancer Society Cancer Action Network and it's Affiliates</LegalName><AddressLine1>92 Reads Way</AddressLine1><AddressLine2>Ste. 205</AddressLine2><City>New Castle</City><State>Delaware</State><ZipCode>19720</ZipCode></Employer><EmployerId>493</EmployerId><FoodRefreshments>12</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Jeff|Cook-McCormac|Consultant|0|Consultant.|4/11/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1191</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1191</EmployerId><LegalName>American Unity Fund</LegalName><AddressLine1>PO Box 53454</AddressLine1><AddressLine2/><City>Washington</City><State>District of Columbia</State><ZipCode>20009</ZipCode></Employer><EmployerId>1191</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Jeff|Hague|Registrar of Regulations|0|Have full time employment elsewhere|4/22/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1188</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1188</EmployerId><LegalName>Bridgeville Rifle &amp; Pistol Club, Ltd.</LegalName><AddressLine1>P.O. Box 312</AddressLine1><AddressLine2/><City>Milford</City><State>Delaware</State><ZipCode>19963</ZipCode></Employer><EmployerId>1188</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>128</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>128</EmployerId><LegalName>DELAWARE STATE SPORTSMEN'S ASSOCIATION</LegalName><AddressLine1>P.O. Box 1786</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19899</ZipCode></Employer><EmployerId>128</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Jeffrey|Taschner|Attorney|0|Lobbying is just one of my many duties as Legal Counsel|4/20/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Jeffrey|Lane|Manager, Strategic Initiatives Group|0|Jeffrey Lane is a full-time employee with Apple Inc. His responsibilities include government relations work with various states, including Delaware.|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Jennifer|Hoehn|Senior Manager|0|Senior Manager for Government Affairs for Wal-Mart|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
